"Daily Invoicing Report",3/12/10,,,,,,,
"Food Bank of Central & Eastern North Carolina",,,,,,,,
,,,,,,,,
,,,,,,,,
"Posting Date: 07/01/09..02/28/10, Location Code: MAIN",,,,,,,,
"Invoice Number","Invoice Date","Bill-to Agency No.","Name","Agency County","Shipment Method Code","Shipping Agent Code","Gross Weight","Amount Including Tax"
"D09-04222-1",12/22/09,1529,"New Opportunities Second","DURHAM","I-SHP","PKUP",423,51.07
"G09-03066-1",12/22/09,1198,"St. Peter Catholic Church","PITT","I-SHP","PKUP",442,55.89
"R09-08895-1",12/22/09,1486,"Williams Grove Baptist Church","WAKE","I-SHP","PKUP",446,84.39
"S09-03024-1",12/22/09,520,"Port Human Services","MOORE","I-SHP","PKUP",461,16.59
"R09-08825-1",12/22/09,463,"Lifeline Outreach, INC.","VANCE","I-DLS","FBNC",478,35.64
"D09-04216-1",12/22/09,791,"Victorious Praise Fellowship","DURHAM","I-SHP","PKUP",480,81.38
"R09-08817-1",12/22/09,309,"Wallace Church of God","DUPLIN","I-DLS","FBNC",508,41.6
"D09-04221-1",12/22/09,1018,"Holy Faith Temple, C.F.A.P","VANCE","I-SHP","PKUP",542,57.64
"D09-04215-1",12/22/09,1430,"Henderson Towers Resident","DURHAM","I-SHP","PKUP",560,59.13
"S09-03030-1",12/22/09,1537,"Spring Hill Baptist","SCOTLAND","I-SHP","PKUP",571,8.1
"R09-08819-1",12/22/09,165,"Shiloh Baptist Church","VANCE","I-DLS","FBNC",576,128.58
"D09-04219-1",12/22/09,1098,"Seed Time&Harvest Fellowship","DURHAM","I-SHP","PKUP",590,46.89
"D09-04224-1",12/22/09,1115,"Abundant Life Church/","ORANGE","I-SHP","PKUP",611,29.34
"R09-08908-1",12/22/09,1508,"Community of Hope Ministries","WAKE","I-SHP","PKUP",660,29.38
"G09-03062-1",12/22/09,1408,"Word of God Christian Center","CRAVEN","I-SHP","PKUP",686,123.48
"S09-03027-1",12/22/09,595,"Pentecostal Assembly","MOORE","I-SHP","PKUP",692,0
"R09-08876-1",12/22/09,1458,"The Healing Place of Wake","WAKE","I-SHP","PKUP",697,66.46
"R09-08881-1",12/22/09,1078,"Merry Oaks Baptist Church","CHATHAM","I-SHP","PKUP",699,49.57
"D09-04229-1",12/22/09,1482,"Alliance Rehabilitative Care--","VANCE","I-SHP","PKUP",718,186.87
"R09-08887-1",12/22/09,26,"Davie St Presbyterian","WAKE","I-SHP","PKUP",719,84.38
"G09-03063-1",12/22/09,438,"Victory Deliverance Ctr","PITT","I-SHP","PKUP",725,100.36
"D09-04230-1",12/22/09,1601,"On Fire for God","DURHAM","I-SHP","PKUP",755,18.27
"G09-03064-1",12/22/09,1624,"Love Ministries Church (LMC)","PITT","I-SHP","PKUP",764,115.29
"G09-03060-1",12/22/09,709,"Ephesus SDA Church","CRAVEN","I-SHP","PKUP",790,122.22
"G09-03068-1",12/22/09,1253,"Conetoe Chapel Missionary","EDGECOMBE","I-SHP","PKUP",804,114.97
"R09-08898-1",12/22/09,1016,"St. Anna Freewill Baptist","WAKE","I-TEFR","PKUP",844,0
"R09-08899-1",12/22/09,1016,"St. Anna Freewill Baptist","WAKE","I-SHP","PKUP",863,88.27
"S09-03028-1",12/22/09,1209,"Prayer and Faith Temple Church","RICHMOND","I-SHP","PKUP",889,16.22
"D09-04231-1",12/22/09,1275,"Asbury Temple United Methodist","DURHAM","I-SHP","PKUP",933,65.52
"G09-03059-1",12/22/09,1592,"Mt. Carmel, Inc. HELPS","ONSLOW","I-MFP","MFP",1000,180
"G09-03070-1",12/22/09,"FB005","Albemarle Food Bank",,"I-PKUP","PKUP",1000,0
"D09-04218-1",12/22/09,708,"First Baptist Church","GRANVILLE","I-SHP","PKUP",1100,207.46
"R09-08893-1",12/22/09,132,"Upper Room Church of God","WAKE","I-TEFR","PKUP",1122,0
"W09-01894-1",12/22/09,"WL268","Believers Bible Fellowship","PENDER","I-SHP","PKUP",1130,121.85
"R09-08966-1",12/22/09,348,"House of Fordham","WAYNE","I-TEFR","FBNC",1155,0
"R09-08905-1",12/22/09,511,"Greater Pentecostal F.D.","WAKE","I-SHP","PKUP",1472,137.82
"R09-08896-1",12/22/09,853,"Trinity United Faith Center","WAKE","I-SHP","PKUP",1475,85.68
"S09-03033-1",12/22/09,1319,"New Beginnings Holiness Church","MOORE","I-SHP","PKUP",1546,63.28
"R09-08837-1",12/22/09,811,"Agape Christian Center, INC","WAKE","I-DLS","FBNC",1559,0
"R09-08891-1",12/22/09,1041,"Alpha & Omega","JOHNSTON","I-TEFR","PKUP",1734,120.69
"R09-08884-1",12/22/09,1176,"Edgerton Memorial UMC","JOHNSTON","I-SHP","PKUP",1832,141.98
"W09-01893-1",12/22/09,"WL269","Brunwick Island Baptist","BRUNSWICK","I-SHP","PKUP",1918,172.62
"S09-03022-1",12/22/09,1158,"Avery Chapel FWB Church","HOKE","I-SHP","PKUP",1932,118.93
"S09-03026-1",12/22/09,1459,"Johnsonville AME Zion","HARNETT","I-SHP","PKUP",2030,90.5
"R09-08894-1",12/22/09,263,"Brooks Avenue Church of Christ","WAKE","I-SHP","PKUP",2149,207.63
"R09-08904-1",12/22/09,1692,"Comunidad Christiana Hosanna","WAKE","I-SHP","PKUP",2165,195.52
"W09-01890-1",12/22/09,"WL114","Mother Hubbard's Cupboard","NEWHANOVER","I-SHP","PKUP",2412,556.14
"R09-08890-1",12/22/09,1041,"Alpha & Omega","JOHNSTON","I-TEFR","PKUP",2649,0
"R09-08909-1",12/22/09,1413,"Mary E. Wilson Foundation","WAKE","I-SHP","PKUP",2850,240.84
"S09-03034-1",12/22/09,593,"West End United Methodist Men","MOORE","I-DEL","BRN",3144,22.68
"W09-01895-1",12/22/09,"DI021","Direct Dist. -- New Hanover","NEWHANOVER","I-PKUP","PKUP",3669,0
"R09-08882-1",12/22/09,1586,"Baker Family Ministry","NASH","I-SHP","PKUP",4324,308.34
"S09-03032-1",12/22/09,280,"Sandhills - Moore Coalition","MOORE","I-SHP","PKUP",4603,24.12
"D09-04223-1",12/22/09,1669,"Destiny Church of God","CHATHAM","I-DEL","BRN",5068,0
"R09-08892-1",12/22/09,132,"Upper Room Church of God","WAKE","I-SHP","PKUP",5168,167.76
"R09-08845-1",12/22/09,765,"Mt. Zion Christian Church/","VANCE","I-TEFR","FBNC",5329,0
"R09-08880-1",12/22/09,720,"Recruiters for Christ Church","HARNETT","I-SHP","PKUP",6954,236.52
"R09-08879-1",12/22/09,1540,"Blessing of Giving","WAYNE","I-DLS","FBNC",7749,0
"G09-03057-1",12/22/09,1349,"Pentecostal Temple","PITT","I-MFP","MFP",9047,0
"R09-08897-1",12/22/09,196,"Word of Faith","DUPLIN","I-SHP","PKUP",10683,455.85
"G09-03058-1",12/22/09,1592,"Mt. Carmel, Inc. HELPS","ONSLOW","I-MFP","MFP",11239,0
"R09-08901-1",12/22/09,133,"Urban Ministries of Wake","WAKE","I-TEFR","FBNC",11829,0
"R09-08875-1",12/22/09,348,"House of Fordham","WAYNE","I-TEFR","FBNC",23356,0
"R09-08853-1",12/23/09,1294,"Rebuilding Broken Places","WAYNE","I-DLS","FBNC",8,1.44
"S09-03040-1",12/23/09,910,"King's Gate Church Internation","RICHMOND","I-TEFB","PKUP",15,0
"S09-03036-1",12/23/09,1089,"Church of God of Prophecy","RICHMOND","I-TEFB","PKUP",36,0
"S09-03047-1",12/23/09,1427,"Victory Deliverance Church of","RICHMOND","I-SHP","PKUP",37,6.66
"R09-08854-1",12/23/09,1531,"KC - Rebuilding Broken Places","WAYNE","I-DLS","FBNC",44,46.06
"G09-03079-1",12/23/09,732,"The Anointed Ones Church","PITT","I-SHP","PKUP",119,21.42
"G09-03080-1",12/23/09,1626,"Berachah Ministry","PITT","I-SHP","PKUP",150,27
"S09-03049-1",12/23/09,161,"Bethesda, Inc.","MOORE","I-SHP","PKUP",155,6.66
"R09-08855-1",12/23/09,441,"Kennedy Baptist Children's","LENOIR","I-DLS","FBNC",182,8.12
"R09-08847-1",12/23/09,245,"Salvation Army-Goldsboro","WAYNE","I-DLS","FBNC",200,0
"D09-04237-1",12/23/09,1420,"FTHOP","DURHAM","I-SHP","PKUP",200,36
"R09-08913-1",12/23/09,112,"Salvation Army-Raleigh","WAKE","I-SHP","PKUP",201,71.4
"R09-08924-1",12/23/09,1045,"Word of God Fellowship","WAKE","I-SHP","PKUP",205,20.34
"S09-03050-1",12/23/09,1608,"DBR Ministries","LEE","I-SHP","PKUP",210,18.44
"W09-01902-1",12/23/09,"WL111","Good Shepherd Center","NEWHANOVER","I-SHP","PKUP",210,34.02
"R09-08912-1",12/23/09,686,"Immanuel Temple SDA church","DURHAM","I-SHP","PKUP",237,10.89
"G09-03076-1",12/23/09,707,"Holy Temple Church","PITT","I-SHP","PKUP",269,32.13
"R09-08857-1",12/23/09,1029,"Dillard Academy","WAYNE","I-DLS","FBNC",286,30.44
"G09-03081-1",12/23/09,113,"Holy Mission Church of God","EDGECOMBE","I-SHP","PKUP",297,26.19
"R09-08856-1",12/23/09,54,"Jacob House/Rachel House","WAYNE","I-DLS","FBNC",330,19.8
"R09-08915-1",12/23/09,1304,"Deliverance Church","HARNETT","I-SHP","PKUP",331,0
"R09-08919-1",12/23/09,419,"New Jerusalem Pentecostal","EDGECOMBE","I-SHP","PKUP",335,17.44
"G09-03074-1",12/23/09,248,"Ayden Christian Care Center","PITT","I-SHP","PKUP",348,53.23
"D09-04236-1",12/23/09,614,"Friends of Orange County DSS","ORANGE","I-SHP","PKUP",371,31.14
"W09-01900-1",12/23/09,"WL196","Helping Hands/St Stanislaus Ch","NEWHANOVER","I-SHP","PKUP",377,52.2
"W09-01908-1",12/23/09,"WL336","Ashley Center","NEWHANOVER","I-SHP","PKUP",400,36
"R09-08922-1",12/23/09,12,"Catholic Parish Outreach","WAKE","I-SHP","PKUP",430,0
"R09-08916-1",12/23/09,81,"Longview United Methodist","WAKE","I-SHP","PKUP",432,11.35
"R09-08858-1",12/23/09,387,"First Assembly of God Church","WAYNE","I-DLS","FBNC",434,34.92
"D09-04232-1",12/23/09,589,"Housing for New Hope","DURHAM","I-SHP","PKUP",435,31.58
"S09-03042-1",12/23/09,72,"RHA Health Services, Inc. -","MOORE","I-SHP",,446,40.59
"S09-03041-1",12/23/09,482,"Liberty Christian Church","MOORE","I-SHP","PKUP",449,51.03
"R09-08930-1",12/23/09,424,"Bread Basket/Sanford Soup","LEE","I-SHP","PKUP",460,9
"D09-04238-1",12/23/09,1702,"Iglesia Presbiteriana Emanuel/","DURHAM","I-SHP","PKUP",460,39.06
"R09-08911-1",12/23/09,559,"Alliance of AIDS Services","WAKE","I-SHP","PKUP",471,70.7
"D09-04234-1",12/23/09,497,"Belton Creek Baptist Church","GRANVILLE","I-SHP","PKUP",485,55.02
"R09-08851-1",12/23/09,712,"New Life Praise Church","LEE","I-DLS","FBNC",526,87.46
"R09-08852-1",12/23/09,1165,"Renu Life","WAYNE","I-DLS","FBNC",552,56.72
"R09-08848-1",12/23/09,1437,"Salvation Army of Lee County","LEE","I-DLS","FBNC",568,224.02
"R09-08849-1",12/23/09,240,"Hillview Christian Assembly","LEE","I-DLS","FBNC",580,79.71
"W09-01905-1",12/23/09,"WL388","County Wide C.D.C.","BRUNSWICK","I-SHP","PKUP",593,121
"R09-08923-1",12/23/09,1635,"Cathedral of Jesus Church of","WAKE","I-SHP","PKUP",655,43.89
"R09-08920-1",12/23/09,697,"Christian Youth Fellowship","LEE","I-SHP","PKUP",662,41.1
"W09-01899-1",12/23/09,"WL215","Bethany Presbyterian Church","NEWHANOVER","I-SHP","PKUP",688,69.3
"R09-08925-1",12/23/09,1470,"My Father's House","HALIFAX","I-SHP","PKUP",701,43.2
"G09-03083-1",12/23/09,1695,"Armor of God Christian Church","PITT","I-SHP","PKUP",702,102.11
"R09-08846-1",12/23/09,245,"Salvation Army-Goldsboro","WAYNE","I-TEFR","FBNC",758,0
"D09-04235-1",12/23/09,1055,"HHCD/Fitts-Powell Apts.","DURHAM","I-SHP","PKUP",782,100.83
"S09-03037-1",12/23/09,1089,"Church of God of Prophecy","RICHMOND","I-SHP","PKUP",852,53.56
"R09-08929-1",12/23/09,786,"New Life Community Church","WAKE","I-SHP","PKUP",861,104.68
"R09-08928-1",12/23/09,112,"Salvation Army-Raleigh","WAKE","I-TEFR","PKUP",896,0
"W09-01916-1",12/23/09,"DI021","Direct Dist. -- New Hanover","NEWHANOVER","I-PKUP","PKUP",896,0
"W09-01904-1",12/23/09,"WL297","Upper Room Praise &","NEWHANOVER","I-SHP","PKUP",921,172.41
"S09-03043-1",12/23/09,560,"House of Prayer/Feed My People","RICHMOND","I-SHP","PKUP",940,53.32
"R09-08926-1",12/23/09,1591,"Knightdale Church of God","WAKE","I-SHP","PKUP",959,66.89
"W09-01906-1",12/23/09,"WL340","Holly Ridge Church of God","ONSLOW","I-SHP","PKUP",972,99
"D09-04233-1",12/23/09,1514,"Kittrell Shiloh Missionary","VANCE","I-SHP","PKUP",1081,126.09
"R09-08927-1",12/23/09,112,"Salvation Army-Raleigh","WAKE","I-TEFR","PKUP",1132,0
"W09-01910-1",12/23/09,"WL289","Wrightsboro United Methodist","NEWHANOVER","I-SHP","PKUP",1132,107.28
"G09-03078-1",12/23/09,1626,"Berachah Ministry","PITT","I-SHP","PKUP",1309,135.36
"G09-03077-1",12/23/09,732,"The Anointed Ones Church","PITT","I-PKUP","PKUP",1376,0
"S09-03051-1",12/23/09,134,"Page United Methodist Church","MOORE","I-SHP","PKUP",1404,0
"S09-03038-1",12/23/09,1267,"Highfalls United Methodist","MOORE","I-SHP","PKUP",1437,108.36
"S09-03044-1",12/23/09,1210,"Carthage United Methodist Ch.","MOORE","I-SHP","PKUP",1448,168.48
"G09-03082-1",12/23/09,1666,"Mt. Hebron Seventh Day","WILSON","I-SHP","PKUP",1536,199.93
"R09-08914-1",12/23/09,1304,"Deliverance Church","HARNETT","I-SHP","PKUP",1618,40.66
"R09-08917-1",12/23/09,1472,"Emmanuel Hispanic Pentecostal","WAKE","I-SHP","PKUP",1684,129.56
"W09-01898-1",12/23/09,"WL101","Bethesda Christian Life Church","NEWHANOVER","I-SHP","PKUP",1725,251.02
"S09-03045-1",12/23/09,1128,"Rockingham Spanish SDA Church","RICHMOND","I-SHP","PKUP",1845,7.02
"R09-08874-1",12/23/09,1108,"Youth Empowerment Organization","PAMLICO","I-TEFB","FBNC",1970,0
"W09-01907-1",12/23/09,"WL144","Brunswick Family Assistance","BRUNSWICK","I-PKUP","PKUP",2000,180
"W09-01903-1",12/23/09,"WL356","Love of Christ Ministries","BRUNSWICK","I-SHP","PKUP",2231,203.85
"R09-08918-1",12/23/09,1087,"New Life Deliverance Ministry","JOHNSTON","I-SHP","PKUP",2296,84.69
"S09-03048-1",12/23/09,1673,"Tabernacle Full Gospel","RICHMOND","I-SHP","PKUP",2404,156.78
"D09-04239-1",12/23/09,"DHC007","Durham House/Forest Hill Hts","DURHAM","I-DEL","BRN",2410,0
"S09-03046-1",12/23/09,1427,"Victory Deliverance Church of","RICHMOND","I-SHP","PKUP",2715,7.38
"W09-01901-1",12/23/09,"WL390","Pleasant Grove","BRUNSWICK","I-SHP","PKUP",2850,299.1
"R09-08939-1",12/23/09,1176,"Edgerton Memorial UMC","JOHNSTON","I-DLS","FBNC",4791,0
"R09-09113-1",12/23/09,"OT002","Inter-Faith Food Shuttle","WAKE","I-OTH","PKUP",5219,0
"W09-01909-1",12/23/09,"DI021","Direct Dist. -- New Hanover","NEWHANOVER","I-PKUP","PKUP",5301,0
"G09-03075-1",12/23/09,1346,"Belgrade Community Action","ONSLOW","I-MFP","MFP",6569,0
"R09-08910-1",12/23/09,1176,"Edgerton Memorial UMC","JOHNSTON","I-TEFR","FBNC",6721,0
"G09-03072-1",12/23/09,986,"Bread of Life/Grifton","PITT","I-MFP","MFP",7035,0
"R09-08921-1",12/23/09,12,"Catholic Parish Outreach","WAKE","I-SHP","PKUP",7178,323.35
"R09-08936-1",12/23/09,848,"Community Helpers Service","WAKE","I-DLS","FBNC",7675,0
"R09-08935-1",12/23/09,1402,"Jackson Grove Bible Church of","SAMPSON","I-DLS","FBNC",7825,0
"G09-03073-1",12/23/09,756,"St. Mark Church Ministries","LENOIR","I-MFP","MFP",8010,0
"R09-08959-1",12/28/09,274,"Salvation Army-Rocky Mount",,"I-DLS","FBNC",0,0
"S09-03065-1",12/28/09,970,"Northview Harvest Outreach","SCOTLAND","I-TEFB","PKUP",18,0
"S09-03064-1",12/28/09,1209,"Prayer and Faith Temple Church","RICHMOND","I-TEFB","PKUP",36,0
"S09-03060-1",12/28/09,910,"King's Gate Church Internation","RICHMOND","I-TEFB","PKUP",50,0
"S09-03058-1",12/28/09,1480,"FIRST Thessalonian Baptist","SCOTLAND","I-TEFB","PKUP",75,0
"S09-03063-1",12/28/09,1532,"Helping Hands of Hamlet","RICHMOND","I-TEFB","PKUP",90,0
"D09-04260-1",12/28/09,1257,"Immanuel Temple SDA Community","DURHAM","I-FLSH","FLSH",97,0
"D09-04268-1",12/28/09,1497,"Bethlehem Temple Apostolic--","DURHAM","I-SHP","PKUP",113,18.36
"R09-08974-1",12/28/09,1121,"Church on the Rock- Assembly","NASH","I-TEFR","FBNC",122,0
"S09-03052-1",12/28/09,161,"Bethesda, Inc.","MOORE","I-SHP","PKUP",153,27.18
"D09-04257-1",12/28/09,954,"Life Community Services","DURHAM","I-FLSH","FLSH",265,0
"W09-01914-1",12/28/09,"WL336","Ashley Center","NEWHANOVER","I-SHP","PKUP",267,45.34
"D09-04266-1",12/28/09,820,"Durham Rescue Mission's","DURHAM","I-SHP","PKUP",309,38.12
"R09-08938-1",12/28/09,114,"Shepherd's Table Soup Kitchen","WAKE","I-SHP","PKUP",321,0
"S09-03057-1",12/28/09,1537,"Spring Hill Baptist","SCOTLAND","I-TEFB","PKUP",325,0
"D09-04267-1",12/28/09,1620,"Just a Clean House","DURHAM","I-SHP","PKUP",352,40.5
"D09-04254-1",12/28/09,920,"Haw River Baptist Church","CHATHAM","I-FLSH","FLSH",380,0
"W09-01913-1",12/28/09,"WL394","KC - Wilmington Residential","NEWHANOVER","I-SHP","PKUP",403,315.26
"W09-01912-1",12/28/09,"WL432","Victory Independent","BRUNSWICK","I-SHP","PKUP",472,64.4
"S09-03053-1",12/28/09,1211,"Southern Pines UMC","MOORE","I-SHP","PKUP",487,55.26
"D09-04263-1",12/28/09,1601,"On Fire for God","DURHAM","I-FLSH","FLSH",513,0
"R09-08986-1",12/28/09,1121,"Church on the Rock- Assembly","NASH","I-TEFR","FBNC",528,0
"D09-04264-1",12/28/09,1324,"Freedom House/ Durham Houses","DURHAM","I-SHP","PKUP",534,86.8
"S09-03062-1",12/28/09,1360,"Mental Health Association","MOORE","I-SHP","PKUP",557,16.74
"D09-04258-1",12/28/09,1026,"Addiction Recovery Center","VANCE","I-FLSH","FLSH",570,0
"W09-01915-1",12/28/09,"WL335","Myrtle Grove SDA Church","NEWHANOVER","I-SHP","PKUP",587,105.66
"D09-04240-1",12/28/09,1515,"The River","DURHAM","I-SHP","PKUP",656,118.08
"R09-08937-1",12/28/09,1600,"The Word Became Flesh","WILSON","I-SHP","PKUP",664,0
"R09-08950-1",12/28/09,721,"Christian Faith Ministries","LEE","I-TEFR","PKUP",678,0
"R09-08951-1",12/28/09,1023,"Universal Church of Prayer","WAKE","I-TEFR","PKUP",678,0
"G09-03087-1",12/28/09,1347,"Hope of Glory Ministries, Inc.","PITT","I-TEFB","PKUP",746,0
"D09-04265-1",12/28/09,1307,"Young Memorial United Holy","VANCE","I-SHP","PKUP",766,98.47
"S09-03059-1",12/28/09,1302,"First United Methodist Church","RICHMOND","I-TEFB","PKUP",800,0
"R09-08952-1",12/28/09,1023,"Universal Church of Prayer","WAKE","I-SHP","PKUP",807,0
"D09-04248-1",12/28/09,614,"Friends of Orange County DSS","ORANGE","I-FLSH","FLSH",815,0
"R09-08947-1",12/28/09,1262,"A Touch From Above Faith","JOHNSTON","I-SHP","PKUP",846,35.04
"R09-08949-1",12/28/09,721,"Christian Faith Ministries","LEE","I-SHP","PKUP",884,130.32
"R09-08945-1",12/28/09,387,"First Assembly of God Church","WAYNE","I-SHP","PKUP",915,15.48
"G09-03085-1",12/28/09,311,"Wildwood Presbyterian Church","CARTERET","I-FFF","DNT",978,0
"S09-03056-1",12/28/09,181,"Pinebluff United Methodist Men","MOORE","I-SHP","PKUP",1093,152.64
"D09-04262-1",12/28/09,1290,"Upon This Rock Ministry","GRANVILLE","I-FLSH","FLSH",1110,0
"D09-04252-1",12/28/09,708,"First Baptist Church","GRANVILLE","I-FLSH","FLSH",1145,0
"R09-08932-1",12/28/09,1342,"White Oak Foundation","WAKE","I-SHP","PKUP",1234,51.13
"D09-04245-1",12/28/09,497,"Belton Creek Baptist Church","GRANVILLE","I-FLSH","FLSH",1235,0
"S09-03054-1",12/28/09,470,"Montgomery Churches in Action/","MONTGOMERY","I-SHP","PKUP",1245,65.43
"S09-03055-1",12/28/09,956,"Aberdeen Community Club, Inc.","MOORE","I-SHP","PKUP",1345,60.84
"D09-04261-1",12/28/09,1275,"Asbury Temple United Methodist","DURHAM","I-FLSH","FLSH",1510,0
"D09-04243-1",12/28/09,47,"ACTS/Henderson","VANCE","I-FLSH","FLSH",1672,0
"D09-04259-1",12/28/09,1027,"Addiction Recovery Center","VANCE","I-FLSH","FLSH",1680,0
"W09-01911-1",12/28/09,"WL332","Southport Oak Island Interchur","BRUNSWICK","I-SHP","PKUP",1792,155.16
"D09-04241-1",12/28/09,1703,"Ministerios Guerreros de","DURHAM","I-SHP","PKUP",1817,397.86
"R09-08948-1",12/28/09,1506,"Basic Needs Ministry","JOHNSTON","I-SHP","PKUP",1931,146.44
"R09-08944-1",12/28/09,10,"Care and Share, Inc.","FRANKLIN","I-SHP","PKUP",2012,121.78
"R09-08933-1",12/28/09,542,"Capital City Christian Church","WAKE","I-SHP","PKUP",2270,296.91
"D09-04247-1",12/28/09,612,"Alston Chapel United Holy","CHATHAM","I-FLSH","FLSH",2286,0
"D09-04251-1",12/28/09,686,"Immanuel Temple SDA church","DURHAM","I-FLSH","FLSH",2670,0
"D09-04255-1",12/28/09,934,"Urban Ministries of Durham","DURHAM","I-FLSH","FLSH",2745,0
"R09-08931-1",12/28/09,775,"Bread of Life","WAKE","I-SHP","PKUP",2844,222.57
"D09-04246-1",12/28/09,507,"Big Ruin Creek Baptist","VANCE","I-FLSH","FLSH",2921,0
"D09-04269-1",12/28/09,"DI050","Gomains Avenue","ORANGE","I-DEL","BRN",2948,0
"D09-04256-1",12/28/09,943,"Pentecostal Victory Temple","CHATHAM","I-FLSH","FLSH",3132,0
"D09-04244-1",12/28/09,436,"Christian Assembly Emergency","DURHAM","I-FLSH","FLSH",3173,0
"D09-04249-1",12/28/09,680,"Cotton Memorial Presbyterian","VANCE","I-FLSH","FLSH",3190,0
"D09-04253-1",12/28/09,838,"Word of Life Christian Center","PERSON","I-FLSH","FLSH",5133,0
"R09-08943-1",12/28/09,1192,"NC Love in Action (LIA)","WILSON","I-DLS","FBNC",5265,54
"R09-08942-1",12/28/09,12,"Catholic Parish Outreach","WAKE","I-DLS","FBNC",5300,0
"S09-03061-1",12/28/09,1454,"BP - St. Joseph of the Pines","MOORE","I-SHP","PKUP",5353,0
"R09-08941-1",12/28/09,132,"Upper Room Church of God","WAKE","I-DLS","FBNC",5712,0
"R09-08934-1",12/28/09,848,"Community Helpers Service","WAKE","I-SHP","PKUP",6505,365.22
"R09-08940-1",12/28/09,1415,"White Rock Baptist Church","HALIFAX","I-DLS","FBNC",6642,0
"D09-04242-1",12/28/09,38,"Area Congregations in Ministry","GRANVILLE","I-FLSH","FLSH",6720,0
"G09-03086-1",12/28/09,951,"White Oak Ecumenical","ONSLOW","I-MFP","MFP",6875,0
"G09-03084-1",12/28/09,1694,"Calvary Baptist Church","CARTERET","I-MFP","MFP",7580,0
"R09-08953-1",12/28/09,1121,"Church on the Rock- Assembly","NASH","I-TEFR","FBNC",15777,0
"D09-04275-1",12/29/09,436,"Christian Assembly Emergency",,"I-TEFB","PKUP",0,0
"S09-03071-1",12/29/09,1158,"Avery Chapel FWB Church","HOKE","I-SHP","PKUP",20,3.6
"G09-03089-1",12/29/09,986,"Bread of Life/Grifton","PITT","I-SHP","PKUP",99,15
"R09-08969-1",12/29/09,137,"Tri-Area Ministry","WAKE","I-SHP","PKUP",125,3.9
"S09-03076-1",12/29/09,593,"West End United Methodist Men","MOORE","I-SHP","PKUP",154,145.08
"G09-03093-1",12/29/09,908,"Abundant Life Miracle Center","CRAVEN","I-SHP","PKUP",168,30.24
"G09-03091-1",12/29/09,155,"Philippi Church of Christ","PITT","I-SHP","PKUP",174,31.32
"W09-01918-1",12/29/09,"WL243","St Peter The Fisherman Church","NEWHANOVER","I-SHP","PKUP",191,34.38
"S09-03066-1",12/29/09,625,"Bethesda Presbyterian Church","MOORE","I-SHP","PKUP",194,18.99
"R09-08977-1",12/29/09,132,"Upper Room Church of God","WAKE","I-SHP","PKUP",201,21.78
"G09-03095-1",12/29/09,113,"Holy Mission Church of God","EDGECOMBE","I-SHP","PKUP",223,28.35
"G09-03092-1",12/29/09,155,"Philippi Church of Christ","PITT","I-SHP","PKUP",261,23.49
"D09-04276-1",12/29/09,954,"Life Community Services","DURHAM","I-SHP","PKUP",279,33.84
"R09-08981-1",12/29/09,1522,"Bethel African Methodist","JOHNSTON","I-SHP","PKUP",332,37.88
"S09-03070-1",12/29/09,520,"Port Human Services","MOORE","I-SHP","PKUP",346,31.86
"R09-08978-1",12/29/09,1176,"Edgerton Memorial UMC","JOHNSTON","I-SHP","PKUP",397,47.32
"D09-04277-1",12/29/09,1464,"Ark of Safety Outreach --","DURHAM","I-SHP","PKUP",479,45.13
"G09-03090-1",12/29/09,868,"Straightway Church","PITT","I-SHP","PKUP",501,72.63
"S09-03072-1",12/29/09,1570,"St. Paul Lutheran- Hamlet","RICHMOND","I-SHP","PKUP",501,68.22
"S09-03073-1",12/29/09,1437,"Salvation Army of Lee County","LEE","I-SHP","PKUP",560,74.49
"S09-03078-1",12/29/09,72,"RHA Health Services, Inc. -","SCOTLAND","I-SHP","PKUP",586,1.8
"G09-03094-1",12/29/09,1686,"Extended Hands","CRAVEN","I-SHP","PKUP",615,67.95
"D09-04273-1",12/29/09,1529,"New Opportunities Second","DURHAM","I-SHP","PKUP",634,75.51
"G09-03088-1",12/29/09,1408,"Word of God Christian Center","CRAVEN","I-SHP","PKUP",666,119.88
"R09-08970-1",12/29/09,1458,"The Healing Place of Wake","WAKE","I-SHP","PKUP",744,51.7
"W09-01919-1",12/29/09,"WL281","South Brunswick Inter-Church","BRUNSWICK","I-SHP","PKUP",778,125.64
"D09-04272-1",12/29/09,839,"Oak Grove UAFree Will Baptist","DURHAM","I-SHP","PKUP",815,60.66
"D09-04274-1",12/29/09,1115,"Abundant Life Church/","ORANGE","I-SHP","PKUP",861,28.62
"D09-04270-1",12/29/09,934,"Urban Ministries of Durham","DURHAM","I-SHP","PKUP",927,106.19
"D09-04278-1",12/29/09,1601,"On Fire for God","DURHAM","I-SHP","PKUP",1036,22.5
